authorMeta/fans,authorMeta/following,authorMeta/heart,musicMeta/musicOriginal,searchHashtag/name,playCount,webVideoUrl
2200000,415,37100000,TRUE,memesdaily,14500000,https://www.tiktok.com/@gtadrawing/video/7053521217269107973
16600000,220,278600000,TRUE,memesdaily,14500000,https://www.tiktok.com/@jailyneojeda/video/7106265206308801838
64800,8,4200000,TRUE,memesdaily,21600000,https://www.tiktok.com/@memeforfeed/video/7091714427334036741
519300,13,10200000,TRUE,memesdaily,16800000,https://www.tiktok.com/@theoriginalmemeguy/video/7004827292975238402
1300000,35,24500000,FALSE,memesdaily,16000000,https://www.tiktok.com/@sansss.65/video/7088579087660223750
519300,13,10200000,TRUE,memesdaily,10900000,https://www.tiktok.com/@theoriginalmemeguy/video/7010723235411102977
293900,5,14100000,TRUE,memesdaily,14000000,https://www.tiktok.com/@buddyism/video/6974867621749542149
3500000,1,17900000,FALSE,memesdaily,15800000,https://www.tiktok.com/@parcheroviral/video/6963219289386077446
76400,1706,1500000,TRUE,memesdaily,15100000,https://www.tiktok.com/@ditutto.it/video/6907970811399802113
1300000,4664,29100000,TRUE,memesdaily,6100000,https://www.tiktok.com/@bradgosse/video/6929604126481419526
272000,183,9900000,TRUE,memesdaily,11000000,https://www.tiktok.com/@lewis_jackson2008/video/7077987410684005637
178700,157,3600000,TRUE,memesdaily,11800000,https://www.tiktok.com/@bills_senpai/video/7084164088909073670
1600000,85,73300000,TRUE,memesdaily,4400000,https://www.tiktok.com/@chowfacts/video/6850797031078776069
16600,1,1200000,TRUE,memesdaily,13500000,https://www.tiktok.com/@sarcasticmemez/video/7082469762827078917
103700,633,1100000,TRUE,memesdaily,9700000,https://www.tiktok.com/@viviendo_entre_risas/video/7046784137855814918
319100,82,4300000,TRUE,memesdaily,5500000,https://www.tiktok.com/@meme_hub..02/video/7073494410494840070
41400,1747,3400000,FALSE,memesdaily,3900000,https://www.tiktok.com/@missqueenvictoria/video/7057612903809109295
683700,157,23100000,TRUE,like,71000000,https://www.tiktok.com/@pj.2155/video/6944134801888644358
52100000,0,832600000,TRUE,like,81600000,https://www.tiktok.com/@bts_official_bighit/video/7083317526771305729
3500000,417,35400000,TRUE,like,120500000,https://www.tiktok.com/@official.gt.detailing/video/6981636737554533637
376600,593,6000000,TRUE,like,14000000,https://www.tiktok.com/@chiruzz/video/6901274044042185986
286100,0,8900000,FALSE,like,44200000,https://www.tiktok.com/@comeatmebhai/video/6988689618078027014
362200,1040,8100000,TRUE,like,69900000,https://www.tiktok.com/@marrysheikh45/video/6817091160528473346
1200000,0,8200000,TRUE,like,105900000,https://www.tiktok.com/@tizilwa/video/6970638550987459846
2100000,116,44500000,TRUE,like,144100000,https://www.tiktok.com/@relaxedbryan/video/6957882564694658309
810700,68,13300000,TRUE,like,26500000,https://www.tiktok.com/@nannanbabs/video/6923966404261678342
223200,36,7400000,TRUE,like,25300000,https://www.tiktok.com/@nathalia_991/video/6939249873770368262
1700000,4509,39700000,TRUE,like,27300000,https://www.tiktok.com/@yesyesyesblingingboss/video/6968470092023598341
219800,4,6800000,TRUE,like,64000000,https://www.tiktok.com/@arbaz__999/video/6810580709258890501
337900,2859,7000000,TRUE,like,43500000,https://www.tiktok.com/@lipe.edits1/video/7061283900009499910
365300,104,17900000,TRUE,like,33300000,https://www.tiktok.com/@dgthekiwi/video/6902509057228197125
1200000,27,29600000,TRUE,like,42800000,https://www.tiktok.com/@aljon.df/video/7067362051957607706
9100000,4163,311900000,TRUE,like,31800000,https://www.tiktok.com/@baby_simba47/video/6911125952009440517
161800,462,5900000,FALSE,like,30200000,https://www.tiktok.com/@kristenbonneau/video/6830530209419185414
249400,24,7200000,TRUE,like,22900000,https://www.tiktok.com/@manlikefatz1/video/6927911257529945349
114800,84,8900000,TRUE,like,25600000,https://www.tiktok.com/@melanyxo/video/6963976263715343622
162400,68,6900000,TRUE,like,22500000,https://www.tiktok.com/@eliwingert/video/6825344823252290821
1400000,658,29900000,TRUE,tiktok,212200000,https://www.tiktok.com/@outfishing_b.c/video/6957376449179323654
3400000,79,44300000,FALSE,tiktok,145400000,https://www.tiktok.com/@twiniboo/video/7013145735747079429
13000000,179,228800000,TRUE,tiktok,231200000,https://www.tiktok.com/@insecthaus_adi/video/6993890468186606853
1900000,8,32800000,TRUE,tiktok,235000000,https://www.tiktok.com/@zmarco0904/video/7086120575088839941
5100000,37,88400000,TRUE,tiktok,227100000,https://www.tiktok.com/@funnyvids2k21/video/6915785138202758401
8000000,69,313100000,FALSE,tiktok,169500000,https://www.tiktok.com/@samuelgrubbs/video/6869149203290000645
13200000,28,150400000,TRUE,tiktok,200600000,https://www.tiktok.com/@miso_ara/video/6797294685082619137
11100000,103,156600000,TRUE,tiktok,132000000,https://www.tiktok.com/@texasbeeworks/video/6962225231582842118
13200000,28,150400000,TRUE,tiktok,178300000,https://www.tiktok.com/@miso_ara/video/6779561637419535618
3300000,16,29600000,TRUE,tiktok,177500000,https://www.tiktok.com/@minecraft_noon/video/6887911738507840770
1100000,12,16400000,FALSE,tiktok,215800000,https://www.tiktok.com/@fygh.bbk/video/6985348346177211654
11100000,103,156600000,TRUE,tiktok,102300000,https://www.tiktok.com/@texasbeeworks/video/6938831081684651269
7300000,99,107400000,FALSE,tiktok,243800000,https://www.tiktok.com/@orzutiextra/video/7082058297372593409
5100000,37,88400000,TRUE,tiktok,127700000,https://www.tiktok.com/@funnyvids2k21/video/6911397395402165505
4000000,7,67100000,TRUE,tiktok,150700000,https://www.tiktok.com/@aryanverma_001/video/6799176966512741634
359400,63,13800000,TRUE,tiktok,76900000,https://www.tiktok.com/@hunainmalik22/video/6829876949532396806
1900000,127,24100000,FALSE,tiktok,100500000,https://www.tiktok.com/@sassybus/video/6856492553756265733
9800000,752,170400000,TRUE,tiktok,191400000,https://www.tiktok.com/@mattzworld/video/6831372615160958213
495200,29,13800000,FALSE,tiktok,130100000,https://www.tiktok.com/@briar_cares/video/7068747593420967173
5600000,25,90100000,TRUE,tiktok,117700000,https://www.tiktok.com/@pythoncoun/video/6960641467295567109
3200000,617,47600000,TRUE,viral,299500000,https://www.tiktok.com/@britishpromise.cats/video/6839416095586159878
14500000,50,193800000,TRUE,viral,279900000,https://www.tiktok.com/@chipmunksoftiktok/video/6941010483021466885
4200000,383,84700000,TRUE,viral,259300000,https://www.tiktok.com/@spencer2thewest/video/6916965467907263750
46500000,263,1300000000,TRUE,viral,181200000,https://www.tiktok.com/@ox_zung/video/6954734740633128194
7600000,147,404800000,TRUE,viral,196100000,https://www.tiktok.com/@abrameng/video/6857645697915751686
3400000,79,44300000,FALSE,viral,145400000,https://www.tiktok.com/@twiniboo/video/7013145735747079429
3700000,1725,57600000,TRUE,viral,121600000,https://www.tiktok.com/@_luke.the.voice_/video/7071960659981897006
4200000,107,81500000,TRUE,viral,177600000,https://www.tiktok.com/@goatdaddys/video/7070128800683593006
3600000,16,53600000,TRUE,viral,135300000,https://www.tiktok.com/@eduwoes/video/6968469080026139910
46500000,263,1300000000,TRUE,viral,170500000,https://www.tiktok.com/@ox_zung/video/6938406663749684481
46500000,263,1300000000,TRUE,viral,189900000,https://www.tiktok.com/@ox_zung/video/6957703087750466818
2400000,327,50200000,TRUE,viral,126000000,https://www.tiktok.com/@noelquidlat/video/6944606415654849794
5100000,37,88400000,TRUE,viral,227100000,https://www.tiktok.com/@funnyvids2k21/video/6915785138202758401
5400000,1,77900000,TRUE,viral,354800000,https://www.tiktok.com/@kapsalonfreedomboxmeer/video/6961386642519182597
497400,583,27700000,TRUE,viral,167400000,https://www.tiktok.com/@dilekhay/video/7040790114498350341
8000000,69,313100000,FALSE,viral,169500000,https://www.tiktok.com/@samuelgrubbs/video/6869149203290000645
3800000,371,32200000,TRUE,viral,165900000,https://www.tiktok.com/@inoxiasounds/video/6760948081396681989
2700000,100,34100000,TRUE,viral,204400000,https://www.tiktok.com/@krystleklear1/video/6968183552089345286
2700000,96,45300000,FALSE,viral,140900000,https://www.tiktok.com/@eliefeghaly7/video/6927853379196652802
10500000,0,123200000,FALSE,viral,252100000,https://www.tiktok.com/@laika.secret/video/6995745836164451589
1100000,381,36500000,TRUE,music,141200000,https://www.tiktok.com/@musicbefore/video/7031376154011421999
5800000,2775,98400000,TRUE,music,149500000,https://www.tiktok.com/@thechainzfamily/video/6663279692511972613
6900000,0,200000000,TRUE,music,74300000,https://www.tiktok.com/@nytiss/video/6951849952226200838
16000000,1945,410100000,TRUE,music,68800000,https://www.tiktok.com/@nathandavisjrndj/video/6800454530275249413
19500000,115,370400000,FALSE,music,76300000,https://www.tiktok.com/@jordi.koalitic/video/6773624313070341381
21200000,34,372200000,TRUE,music,143000000,https://www.tiktok.com/@mercuri_88/video/6995542759981452549
69100000,60,883300000,FALSE,music,61300000,https://www.tiktok.com/@zachking/video/6803681273031281926
1400000,225,57400000,TRUE,music,35800000,https://www.tiktok.com/@sprubin/video/6992991233064897798
534700,57,9900000,TRUE,music,59000000,https://www.tiktok.com/@mixtape.world/video/6978028391073123590
16000000,1945,410100000,TRUE,music,55800000,https://www.tiktok.com/@nathandavisjrndj/video/6802738406049844486
12900000,71,261600000,FALSE,music,57400000,https://www.tiktok.com/@salavat.fidai/video/6795495303043616006
1600000,66,20000000,TRUE,music,51800000,https://www.tiktok.com/@supermassivemusic/video/6910887861541784834
1800000,35,70700000,TRUE,music,40000000,https://www.tiktok.com/@yotioz/video/6967840396516920581
16000000,1945,410100000,TRUE,music,61200000,https://www.tiktok.com/@nathandavisjrndj/video/6794550688887147782
3400000,350,58900000,TRUE,music,44400000,https://www.tiktok.com/@sarahcothran/video/6965997667692383493
273000,97,7600000,TRUE,music,50100000,https://www.tiktok.com/@starsrbxl/video/7027997691279887643
242400,186,8400000,TRUE,music,47900000,https://www.tiktok.com/@fredo_voutaz/video/6923979827343052037
55000000,8858,1300000000,TRUE,music,46300000,https://www.tiktok.com/@spencerx/video/6747470781531344134
1100000,43,17500000,TRUE,music,45000000,https://www.tiktok.com/@jaaviisuarez00/video/6931020843044687110
19500000,115,370400000,TRUE,music,56300000,https://www.tiktok.com/@jordi.koalitic/video/6769532287949311238
4900000,2277,37500000,TRUE,happy,62000000,https://www.tiktok.com/@officialshaquanparson/video/7095867031190392110
503000,0,15500000,TRUE,happy,50800000,https://www.tiktok.com/@trollface.happy/video/7041553486261079302
1700000,2149,135100000,TRUE,happy,44300000,https://www.tiktok.com/@deannagiulietti/video/6916914133887716613
451700,1126,10000000,FALSE,happy,32500000,https://www.tiktok.com/@clarajaethomas/video/6800790256808414469
769800,11,61200000,TRUE,happy,36000000,https://www.tiktok.com/@frogsandanxiety/video/7053189657223236870
3100000,155,66700000,TRUE,happy,46200000,https://www.tiktok.com/@boomer_the_landcloud/video/6906548692463947013
229400,422,13300000,TRUE,happy,30800000,https://www.tiktok.com/@jennadsalisbury/video/6919226928524315909
424100,0,9200000,TRUE,happy,38800000,https://www.tiktok.com/@thetalkingdogofficial/video/7083436239868742918
5500000,99,82300000,FALSE,happy,27900000,https://www.tiktok.com/@thetortoisewhisperer/video/6856211589398416645
94100,1711,6100000,TRUE,happy,29800000,https://www.tiktok.com/@.izana..edxts._/video/7103630436852616453
175500,869,8200000,TRUE,happy,35700000,https://www.tiktok.com/@lozmichf/video/7081143466637397250
1700000,129,67500000,TRUE,happy,41900000,https://www.tiktok.com/@togethxr/video/6955902158134873350
11600000,29,254200000,TRUE,happy,58400000,https://www.tiktok.com/@pandaboi.com/video/6973378926592724229
769800,11,61200000,TRUE,happy,21600000,https://www.tiktok.com/@frogsandanxiety/video/7055827977535393071
89800,254,5900000,TRUE,happy,33600000,https://www.tiktok.com/@tat2highway/video/7000464061506784517
1100000,104,17900000,FALSE,happy,64300000,https://www.tiktok.com/@picassoandnewt/video/7065025128123469102
4900000,1,35400000,TRUE,happy,28000000,https://www.tiktok.com/@minions/video/7088456196683877678
112000,2212,5300000,TRUE,happy,27800000,https://www.tiktok.com/@artemvonfrost/video/6919925253154049285
211000,1090,18700000,TRUE,happy,22700000,https://www.tiktok.com/@markuskarkus/video/6995607507875958022
414300,6,9700000,FALSE,happy,19000000,https://www.tiktok.com/@gracepakola/video/6893550683035897094
2800000,73,58200000,FALSE,fashion,94100000,https://www.tiktok.com/@_valentinemoon_/video/7017520592807103749
13000000,269,253100000,TRUE,fashion,56000000,https://www.tiktok.com/@nickelodeon/video/6939314340780625158
1500000,137,32300000,FALSE,fashion,55800000,https://www.tiktok.com/@jaadiee/video/6865297338781519110
1700000,2149,135100000,TRUE,fashion,44300000,https://www.tiktok.com/@deannagiulietti/video/6916914133887716613
4400000,131,80300000,FALSE,fashion,34000000,https://www.tiktok.com/@crescentshay/video/6930038872109812998
423900,165,32900000,TRUE,fashion,36800000,https://www.tiktok.com/@mood_m1221/video/6978365096766508294
94500,1938,7000000,TRUE,fashion,23100000,https://www.tiktok.com/@ceci.monge/video/6964798580116688134
587700,69,29900000,TRUE,fashion,41000000,https://www.tiktok.com/@farrisfilms/video/7082392210632723754
2200000,163,37400000,FALSE,fashion,54000000,https://www.tiktok.com/@vivacious.honey/video/7029001518082936111
493700,2,17800000,TRUE,fashion,19100000,https://www.tiktok.com/@dymon98/video/6994074972683603205
3500000,262,62300000,FALSE,fashion,37600000,https://www.tiktok.com/@denisemmercedes/video/6798575975421463814
4400000,131,80300000,FALSE,fashion,21500000,https://www.tiktok.com/@crescentshay/video/6913715799643639045
626300,274,10600000,FALSE,fashion,43500000,https://www.tiktok.com/@sh1ryinyin/video/6847003743809015046
4400000,131,80300000,FALSE,fashion,30900000,https://www.tiktok.com/@crescentshay/video/6884764760387128582
567800,13,18000000,TRUE,fashion,53200000,https://www.tiktok.com/@elf3141592/video/7084799954362944773
252900,512,9300000,TRUE,fashion,31600000,https://www.tiktok.com/@annavgantt/video/7021248231778585862
13100000,141,894300000,TRUE,fashion,24500000,https://www.tiktok.com/@mikaylanogueira/video/6964088633653497094
154500,1668,5700000,TRUE,fashion,22800000,https://www.tiktok.com/@ebond2338/video/6852361592852483334
3500000,262,62300000,FALSE,fashion,37500000,https://www.tiktok.com/@denisemmercedes/video/6802636680881900805
2500000,436,43500000,FALSE,fashion,37700000,https://www.tiktok.com/@einfachminh/video/7059341527121693958
363300,676,8900000,TRUE,bestvideo,26900000,https://www.tiktok.com/@charlenaaquino_gnc/video/7046159602374790406
86800,308,4100000,TRUE,bestvideo,41300000,https://www.tiktok.com/@diegoalejandrito/video/7096704756269206790
995600,31,15100000,FALSE,bestvideo,15400000,https://www.tiktok.com/@olga_bazhutova/video/7052305564768013569
673600,11,17700000,TRUE,bestvideo,82900000,https://www.tiktok.com/@whatthe.hales/video/7014765599188389126
97600,636,3600000,TRUE,bestvideo,22200000,https://www.tiktok.com/@thohup/video/7003080160887033093
673600,11,17700000,TRUE,bestvideo,78700000,https://www.tiktok.com/@whatthe.hales/video/7029602069921189125
56500,6,2400000,TRUE,bestvideo,11100000,https://www.tiktok.com/@shelbythecat8/video/6958293999715159302
293300,9,4500000,TRUE,bestvideo,68800000,https://www.tiktok.com/@ti.kiahyna/video/7025964326871633157
166000,645,3400000,FALSE,bestvideo,35700000,https://www.tiktok.com/@lordjonwilliam/video/6747028349702458629
31400,14,2100000,TRUE,bestvideo,31400000,https://www.tiktok.com/@mochidameow/video/7089518273695436033
6500000,64,53900000,TRUE,bestvideo,23600000,https://www.tiktok.com/@mateuspain/video/6773987116838849798
116000,618,4100000,TRUE,bestvideo,13100000,https://www.tiktok.com/@isai.yhlqmdlg/video/6982971662463536389
568600,73,8000000,TRUE,bestvideo,17700000,https://www.tiktok.com/@_abhishek015/video/6762145469503147265
673600,11,17700000,TRUE,bestvideo,51700000,https://www.tiktok.com/@whatthe.hales/video/7034009216285232390
278300,57,4000000,TRUE,bestvideo,43200000,https://www.tiktok.com/@the_gooch/video/7084271676229160234
40000,491,2900000,TRUE,bestvideo,14200000,https://www.tiktok.com/@erikdeloera4/video/6995664359762496774
310600,49,12300000,FALSE,bestvideo,8800000,https://www.tiktok.com/@hey_pablo11/video/7116576716293786885
425700,5,8400000,TRUE,bestvideo,26300000,https://www.tiktok.com/@coinsystemplayer/video/7022920649165376774
4200000,4,49800000,TRUE,bestvideo,9600000,https://www.tiktok.com/@my.ladyquinn/video/6963594364870216962
293300,9,4500000,TRUE,bestvideo,40200000,https://www.tiktok.com/@ti.kiahyna/video/7106786834973412654
241900,3734,6100000,TRUE,cutegirl,47300000,https://www.tiktok.com/@cikdaisy456/video/7084174086045207835
709100,49,11100000,TRUE,cutegirl,21400000,https://www.tiktok.com/@jkgirllulu/video/6879777259427745029
2100000,306,60900000,TRUE,cutegirl,15000000,https://www.tiktok.com/@damiankaterr/video/6992704278636891397
246300,17,3500000,FALSE,cutegirl,18800000,https://www.tiktok.com/@sashacoo/video/6783719867179601157
2000000,83,13900000,TRUE,cutegirl,47100000,https://www.tiktok.com/@miki.eterna/video/7112215031630138629
533200,7,7300000,TRUE,cutegirl,19900000,https://www.tiktok.com/@junyaoliu0902/video/7095773108824460546
143500,441,2400000,TRUE,cutegirl,21400000,https://www.tiktok.com/@jadeharmon/video/6921239525159144706
2000000,83,13900000,FALSE,cutegirl,31400000,https://www.tiktok.com/@miki.eterna/video/7113655104275844357
3300000,2,26200000,TRUE,cutegirl,36100000,https://www.tiktok.com/@miki.infinita/video/7052817980194868486
3300000,2,26200000,FALSE,cutegirl,34700000,https://www.tiktok.com/@miki.infinita/video/7083671890514005253
314800,9970,6500000,TRUE,cutegirl,13800000,https://www.tiktok.com/@renztzy55/video/7061750516597951770
1900000,288,22600000,TRUE,cutegirl,22000000,https://www.tiktok.com/@kylieandmama/video/6847657133245336833
43500,31,2300000,FALSE,cutegirl,5800000,https://www.tiktok.com/@maples_/video/6835922206883613957
3300000,2,26200000,FALSE,cutegirl,42600000,https://www.tiktok.com/@miki.infinita/video/6994956304603254021
4200000,207,56900000,TRUE,cutegirl,10900000,https://www.tiktok.com/@kawaii_fox_tyan/video/6878975874763459842
3300000,2,26200000,FALSE,cutegirl,21300000,https://www.tiktok.com/@miki.infinita/video/7107720177000680710
27900,1118,1400000,TRUE,cutegirl,8500000,https://www.tiktok.com/@lindsayarnoldisqueen/video/6934017105058647302
7900000,101,217900000,FALSE,cutegirl,28100000,https://www.tiktok.com/@instantbollywood/video/6790674414108200194
76500,88,3600000,FALSE,cutegirl,9800000,https://www.tiktok.com/@matirnomatters/video/7124200799659396378
3300000,2,26200000,TRUE,cutegirl,31000000,https://www.tiktok.com/@miki.infinita/video/7033863972818324741
673600,11,17700000,TRUE,tiktok4fun,82900000,https://www.tiktok.com/@whatthe.hales/video/7014765599188389126
278300,57,4000000,TRUE,tiktok4fun,43200000,https://www.tiktok.com/@the_gooch/video/7084271676229160234
159200,395,1400000,FALSE,tiktok4fun,23300000,https://www.tiktok.com/@themawilliams_/video/7049801612746902789
241000,0,1200000,TRUE,tiktok4fun,24700000,https://www.tiktok.com/@sesonavellem031/video/6993027721433468161
89700,15,2400000,TRUE,tiktok4fun,5900000,https://www.tiktok.com/@tophattiktok/video/7021911680368004357
278300,57,4000000,FALSE,tiktok4fun,10900000,https://www.tiktok.com/@the_gooch/video/6958499989882440966
89700,15,2400000,TRUE,tiktok4fun,3300000,https://www.tiktok.com/@tophattiktok/video/7069110749838265605
17000,28,779400,TRUE,tiktok4fun,4800000,https://www.tiktok.com/@josepedroassler/video/7124016495365000454
181100,72,2600000,TRUE,tiktok4fun,8700000,https://www.tiktok.com/@ikinggallardo/video/7113722996791004422
400000,74,11700000,TRUE,tiktok4fun,5400000,https://www.tiktok.com/@angelicablasini/video/6964150766663666950
74700,586,694300,FALSE,tiktok4fun,8500000,https://www.tiktok.com/@humanatic/video/7107971639303818501
1600000,63,19300000,TRUE,tiktok4fun,4100000,https://www.tiktok.com/@luyalovesport/video/6882641668944760066
1900000,2125,21100000,TRUE,tiktok4fun,4600000,https://www.tiktok.com/@_lili_edits07/video/6972529387623173382
2127,69,647500,TRUE,tiktok4fun,2000000,https://www.tiktok.com/@_troh_/video/7047538489512054021
1600000,63,19300000,TRUE,tiktok4fun,10000000,https://www.tiktok.com/@luyalovesport/video/6882284953862753538
308100,36,4700000,FALSE,tiktok4fun,14100000,https://www.tiktok.com/@itachix72uchiha/video/7017554490261769478
164000,1018,3600000,TRUE,tiktok4fun,2300000,https://www.tiktok.com/@crzy.vids/video/7105810508485365035
97300,5,683700,FALSE,tiktok4fun,2700000,https://www.tiktok.com/@benjaminviu/video/7119784796271676677
19000,246,512600,TRUE,tiktok4fun,5600000,https://www.tiktok.com/@keviin_eduardo0/video/6866055022338215174
1300000,287,11200000,TRUE,tiktok4fun,3800000,https://www.tiktok.com/@todegraca14/video/6973257620555599109
673600,11,17700000,TRUE,loveyoutiktok,82900000,https://www.tiktok.com/@whatthe.hales/video/7014765599188389126
24800,9,2700000,TRUE,loveyoutiktok,13000000,https://www.tiktok.com/@racruzliga/video/7110952277296401669
59800,117,2900000,TRUE,loveyoutiktok,6700000,https://www.tiktok.com/@jacquelinecontreras/video/6973158344404126981
25500,330,3600000,TRUE,loveyoutiktok,10500000,https://www.tiktok.com/@c00ch1emane/video/7114833987457010987
181100,72,2600000,TRUE,loveyoutiktok,8700000,https://www.tiktok.com/@ikinggallardo/video/7113722996791004422
74700,586,694300,FALSE,loveyoutiktok,8500000,https://www.tiktok.com/@humanatic/video/7107971639303818501
2127,69,647500,TRUE,loveyoutiktok,2000000,https://www.tiktok.com/@_troh_/video/7047538489512054021
308100,36,4700000,FALSE,loveyoutiktok,14100000,https://www.tiktok.com/@itachix72uchiha/video/7017554490261769478
97300,5,683700,FALSE,loveyoutiktok,2700000,https://www.tiktok.com/@benjaminviu/video/7119784796271676677
290400,74,3500000,TRUE,loveyoutiktok,28000000,https://www.tiktok.com/@greatxuxu02/video/6908563938418363649
301000,91,6000000,TRUE,loveyoutiktok,5700000,https://www.tiktok.com/@deegotkash_/video/6894435997468118278
30600,52,1900000,TRUE,loveyoutiktok,2600000,https://www.tiktok.com/@_kvwowv.m/video/7039172475816627462
51300,68,1200000,TRUE,loveyoutiktok,2900000,https://www.tiktok.com/@queen__joyce/video/7011781180236369158
181100,72,2600000,FALSE,loveyoutiktok,5000000,https://www.tiktok.com/@ikinggallardo/video/7105073508568354054
6936,51,629400,FALSE,loveyoutiktok,6200000,https://www.tiktok.com/@carlitosantonio4322/video/7102720373237599494
10300,2096,391900,TRUE,loveyoutiktok,1100000,https://www.tiktok.com/@julia_valya_icons_/video/7036507931554204930
134400,0,3900000,TRUE,loveyoutiktok,11000000,https://www.tiktok.com/@biryaniwaley10/video/7065182327709732123
51300,68,1200000,TRUE,loveyoutiktok,3500000,https://www.tiktok.com/@queen__joyce/video/7009636437251476742
81900,4,425400,TRUE,loveyoutiktok,4500000,https://www.tiktok.com/@brouk_100k/video/7057129438806412546
33800,2063,352900,TRUE,loveyoutiktok,3500000,https://www.tiktok.com/@antoniomillage/video/7109925319225773355
3500000,232,146500000,TRUE,education,63000000,https://www.tiktok.com/@edmundrambo/video/6971865979240369414
170600,292,12600000,FALSE,education,43700000,https://www.tiktok.com/@connor.harman/video/7086158664058359046
690700,0,28500000,TRUE,education,46100000,https://www.tiktok.com/@_zoology_/video/7109511461076028677
555600,392,13300000,TRUE,education,26000000,https://www.tiktok.com/@compytrainer/video/6942623768221076741
1800000,31,44200000,TRUE,education,49300000,https://www.tiktok.com/@howthatworks/video/6953980193383943430
15000000,223,823700000,FALSE,education,28500000,https://www.tiktok.com/@mndiaye_97/video/6986749874008034566
11600000,29,254200000,TRUE,education,59900000,https://www.tiktok.com/@pandaboi.com/video/6944810255687650565
1800000,98,58600000,TRUE,education,50300000,https://www.tiktok.com/@ricemantv/video/6945242414349159685
6200000,231,159800000,TRUE,education,21800000,https://www.tiktok.com/@anriremi/video/7058555087299333382
3500000,232,146500000,TRUE,education,30700000,https://www.tiktok.com/@edmundrambo/video/6972306924733811973
606900,210,7200000,TRUE,education,19300000,https://www.tiktok.com/@olhucklebuck/video/6936067308049779974
6100000,147,189300000,TRUE,education,70400000,https://www.tiktok.com/@ugolord/video/7027556240276589870
5700000,447,103200000,FALSE,education,21600000,https://www.tiktok.com/@aaron.vankampen/video/6921099268916923653
4200000,500,155500000,FALSE,education,21400000,https://www.tiktok.com/@krysmay/video/6887317837774343429
6100000,147,189300000,TRUE,education,43000000,https://www.tiktok.com/@ugolord/video/7057623094936128815
4200000,500,155500000,FALSE,education,21900000,https://www.tiktok.com/@krysmay/video/6889901389154110725
1100000,585,51800000,TRUE,education,18400000,https://www.tiktok.com/@bradshear/video/6800797462845017349
4800000,50,74900000,TRUE,education,19200000,https://www.tiktok.com/@gatorchris1/video/6974934880673139974
286700,63,6300000,TRUE,education,30900000,https://www.tiktok.com/@_girlthatsnate_/video/6899267160368024838
8500000,1655,303500000,TRUE,education,16400000,https://www.tiktok.com/@fyp/video/7075951433014725930
14900,28,1200000,TRUE,careergoals,5700000,https://www.tiktok.com/@jenle4/video/6932274748768390406
2200000,1260,21900000,FALSE,careergoals,4300000,https://www.tiktok.com/@herfirst100k/video/6968586764067802373
2400000,529,64200000,TRUE,careergoals,2900000,https://www.tiktok.com/@haleymermaid/video/7014573455630683398
2400000,529,64200000,TRUE,careergoals,2600000,https://www.tiktok.com/@haleymermaid/video/6977859022472891653
15000,5,626600,FALSE,careergoals,6100000,https://www.tiktok.com/@ambladerce/video/7091271928979262725
22100,310,453700,TRUE,careergoals,2000000,https://www.tiktok.com/@blackgirlsgraduate/video/7060309286425185583
71000,1062,641100,TRUE,careergoals,1800000,https://www.tiktok.com/@katelyn.magnuson/video/6999773031425920262
851500,123,8700000,TRUE,careergoals,4300000,https://www.tiktok.com/@verobeachmermaid/video/6945790457486036230
2200000,1260,21900000,TRUE,careergoals,2300000,https://www.tiktok.com/@herfirst100k/video/6934753273782095109
2200000,1260,21900000,TRUE,careergoals,1900000,https://www.tiktok.com/@herfirst100k/video/6972205183447125254
5007,75,510400,TRUE,careergoals,1400000,https://www.tiktok.com/@anytrou/video/7041826739911150853
2400000,529,64200000,TRUE,careergoals,975800,https://www.tiktok.com/@haleymermaid/video/6977154039704341765
220400,274,4000000,FALSE,careergoals,955300,https://www.tiktok.com/@dor_the_grayt/video/6839506282701982981
75800,95,4000000,TRUE,careergoals,1000000,https://www.tiktok.com/@elyseveronika/video/6947562627790834946
115100,200,2300000,TRUE,careergoals,1200000,https://www.tiktok.com/@valegard/video/7072902090414165253
246700,961,8100000,TRUE,careergoals,2600000,https://www.tiktok.com/@milkmoney_103/video/6868402898640833798
21800,353,481500,TRUE,careergoals,658900,https://www.tiktok.com/@ohshells/video/7080551650846313774
465100,6376,8400000,FALSE,careergoals,14100000,https://www.tiktok.com/@kirsten_warner/video/7091442881055018282
1200000,9,39700000,TRUE,careergoals,975300,https://www.tiktok.com/@thebosswives/video/6919488848699428097
71000,1062,641100,TRUE,careergoals,1500000,https://www.tiktok.com/@katelyn.magnuson/video/7028771849958116655
9900000,43,352700000,FALSE,learning,33900000,https://www.tiktok.com/@theblondieboys/video/6864366630923717893
755800,90,20300000,TRUE,learning,21500000,https://www.tiktok.com/@apolloandfrens/video/7082822655803444522
6200000,3875,81900000,TRUE,learning,21300000,https://www.tiktok.com/@liondad_1987/video/6955863430813289734
127300,159,5900000,FALSE,learning,23000000,https://www.tiktok.com/@thecarolinafarmer/video/7048345697342524678
1300000,2184,29900000,FALSE,learning,24300000,https://www.tiktok.com/@southernescape/video/7079197965528730923
398700,149,22800000,FALSE,learning,24800000,https://www.tiktok.com/@iamsambrum/video/6909540266831547653
2900000,17,70800000,TRUE,learning,17400000,https://www.tiktok.com/@xiaomanyc/video/6784873495252733189
